id,title,section_number,hierarchy,hyperlink,text
CLC-125.4,Duties of Employers: Prohibition,125.4,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#1481300,"Section 125.4 An employer is prohibited from treating an employee as if they were not their employee. 2024, c. 17, s. 240"
CLC-126,Duties of Employees: Health and safety matters,126,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341361,"Section 126 (1) While at work, every employee shall (a) use any safety materials, equipment, devices and clothing that are intended for the employee’s protection and furnished to the employee by the employer or that are prescribed; (b) follow prescribed procedures with respect to the health and safety of employees; (c) take all reasonable and necessary precautions to ensure the health and safety of the employee, the other employees and any person likely to be affected by the employee’s acts or omissions; (d) comply with all instructions from the employer concerning the health and safety of employees; (e) cooperate with any person carrying out a duty imposed under this Part; (f) cooperate with the policy and work place committees or the health and safety representative; (g) report to the employer any thing or circumstance in a work place that is likely to be hazardous to the health or safety of the employee, or that of the other employees or other persons granted access to the work place by the employer; (h) report in the prescribed manner every accident or other occurrence arising in the course of or in connection with the employee’s work that has caused injury to the employee or to any other person; (i) comply with every oral or written direction of the Head or the Board concerning the health and safety of employees; and (j) report to the employer any situation that the employee believes to be a contravention of this Part by the employer, another employee or any other person. Marginal note: No relief of employer’s duties (2) Nothing in subsection (1) relieves an employer from any duty imposed on the employer under this Part. Marginal note: Limitation of liability (3) No employee is personally liable for anything done or omitted to be done in good faith by the employee when the employee is assisting the employer, as requested by the employer, in providing first-aid or in carrying out any other emergency measures. R.S., 1985, c. L-2, s. 126 R.S., 1985, c. 9 (1st Supp.), s. 4 1993, c. 42, s. 6(F) 2000, c. 20, s. 8 2013, c. 40, s. 178 2017, c. 20, s. 340 2018, c. 22, s. 4(F) 2018, c. 27, s. 538"
CLC-127,Employment Safety: Interference at accident scene prohibited,127,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341381,"Section 127 (1) Subject to subsection (2), if an employee is killed or seriously injured in a work place, no person shall, unless authorized to do so by the Head, remove or in any way interfere with or disturb any wreckage, article or thing related to the incident except to the extent necessary to (a) save a life, prevent injury or relieve human suffering in the vicinity; (b) maintain an essential public service; or (c) prevent unnecessary damage to or loss of property. Marginal note: Exception (2) No authorization referred to in subsection (1) is required where an employee is killed or seriously injured by an accident or incident involving (a) an aircraft, a vessel, rolling stock or a pipeline, if the accident or incident is being investigated under the Aeronautics Act , the Canada Shipping Act, 2001 or the Canadian Transportation Accident Investigation and Safety Board Act ; or (b) a motor vehicle on a public highway. R.S., 1985, c. L-2, s. 127 R.S., 1985, c. 9 (1st Supp.), s. 4 1989, c. 3, s. 45 1996, c. 10, s. 235 1998, c. 20, s. 29 2000, c. 20, s. 9 2001, c. 26, s. 305 2013, c. 40, s. 179 2018, c. 27, s. 539"
CLC-127.1,Internal Complaint Resolution Process: Complaint to supervisor,127.1,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341394,"Section 127.1 (1) An employee who believes on reasonable grounds that there has been a contravention of this Part or that there is likely to be an accident, injury or illness arising out of, linked with or occurring in the course of employment shall, before exercising any other recourse available under this Part, except the rights conferred by subsection (8.1) and sections 128, 129 and 132, make a complaint to the employee’s supervisor. Marginal note: Supervisor or designated person (1.1) However, in the case of a complaint relating to an occurrence of harassment and violence, the employee may make the complaint to the employee’s supervisor or to the person designated in the employer’s work place harassment and violence prevention policy. Marginal note: Oral or written complaint (1.2) The complaint may be made orally or in writing. Marginal note: Resolve complaint (2) The employee and the supervisor or designated person, as the case may be, shall try to resolve the complaint between themselves as soon as possible. Marginal note: Investigation of complaint (3) The employee or the supervisor may refer an unresolved complaint, other than a complaint relating to an occurrence of harassment and violence, to a chairperson of the work place committee or to the health and safety representative to be investigated jointly (a) by an employee member and an employer member of the work place committee; or (b) by the health and safety representative and a person designated by the employer. Marginal note: Notice (4) The persons who investigate the complaint shall inform the employee and the employer in writing, in the form and manner prescribed if any is prescribed, of the results of the investigation. Marginal note: Recommendations (5) The persons who investigate a complaint may make recommendations to the employer with respect to the situation that gave rise to the complaint, whether or not they conclude that the complaint is justified. Marginal note: Employer’s duty (6) If the persons who investigate the complaint conclude that the complaint is justified, the employer, on being informed of the results of the investigation, shall in writing and without delay inform the persons who investigated the complaint of how and when the employer will resolve the matter, and the employer shall resolve the matter accordingly. (7) [Repealed, 2013, c. 40, s. 180] Marginal note: Referral to the Head (8) The employee or employer may refer a complaint that there has been a contravention of this Part to the Head in the following circumstances: (a) where the employer does not agree with the results of the investigation; (b) where the employer has failed to inform the persons who investigated the complaint of how and when the employer intends to resolve the matter or has failed to take action to resolve the matter; (c) where the persons who investigated the complaint do not agree between themselves as to whether the complaint is justified; or (d) in the case of a complaint relating to an occurrence of harassment and violence, the employee and the supervisor or designated person, as the case may be, failed to resolve the complaint between themselves. Marginal note: Complaint to Head (8.1) An employee may make a complaint in writing to the Head if they believe that the employer has contravened section 125.4. The complaint must be made not later than six months after the day on which the complainant knew, or in the opinion of the Head ought to have known, of the action or circumstances giving rise to the complaint. Marginal note: Investigation (9) The Head shall investigate the complaint referred to in subsection (8) or (8.1) unless it relates to an occurrence of harassment and violence and the Head is of the opinion that (a) the complaint has been adequately dealt with according to a procedure provided for under this Act, any other Act of Parliament or a collective agreement; or (b) the matter is otherwise an abuse of process. Marginal note: Notice (9.‍1) If the Head is of the opinion that the conditions described in paragraph (9)‍(a) or (b) are met, the Head shall inform the employer and the employee in writing, as soon as feasible, that the Head will not investigate. Marginal note: Combining investigations — harassment and violence (9.2) The Head may combine an investigation into a complaint relating to an occurrence of harassment and violence with an ongoing investigation relating to the same employer and involving substantially the same issues and, in that case, the Head may issue a single decision. Marginal note: Duty and power of Head (10) On completion of the investigation, the Head (a) may issue directions to an employer or employee under subsection 145(1); (b) may, if in the Head’s opinion it is appropriate, recommend that the employee and employer resolve the matter between themselves; or (c) shall, if the Head concludes that a danger exists as described in subsection 128(1), issue directions under subsection 145(2). Marginal note: Interpretation (11) For greater certainty, nothing in this section limits the Head’s authority under section 145. Marginal note: Former employees (12) A former employee may, within the prescribed time, make a complaint under subsection (1) relating to an occurrence of harassment and violence in the work place, in which case this Part applies to the former employee and to the employer as if the former employee were an employee, to the extent necessary to finally dispose of the complaint. Marginal note: Extension (13) On application by a former employee, the Head may, in the prescribed circumstances, extend the time period referred to in subsection (12). 2000, c. 20, s. 10 2013, c. 40, s. 180 2018, c. 22, s. 5 2018, c. 27, s. 540 2018, c. 27, s. 623 2024, c. 17, s. 241 Previous Version Marginal note: Refusal to work if danger"
CLC-128,Internal Complaint Resolution Process: Refusal to work if danger,128,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341426,"Section 128 (1) Subject to this section, an employee may refuse to use or operate a machine or thing, to work in a place or to perform an activity, if the employee while at work has reasonable cause to believe that (a) the use or operation of the machine or thing constitutes a danger to the employee or to another employee; (b) a condition exists in the place that constitutes a danger to the employee; or (c) the performance of the activity constitutes a danger to the employee or to another employee. Marginal note: No refusal permitted in certain dangerous circumstances (2) An employee may not, under this section, refuse to use or operate a machine or thing, to work in a place or to perform an activity if (a) the refusal puts the life, health or safety of another person directly in danger; or (b) the danger referred to in subsection (1) is a normal condition of employment. Marginal note: Employees on ships and aircraft (3) If an employee on a ship or an aircraft that is in operation has reasonable cause to believe that (a) the use or operation of a machine or thing on the ship or aircraft constitutes a danger to the employee or to another employee, (b) a condition exists in a place on the ship or aircraft that constitutes a danger to the employee, or (c) the performance of an activity on the ship or aircraft by the employee constitutes a danger to the employee or to another employee, the employee shall immediately notify the person in charge of the ship or aircraft of the circumstances of the danger and the person in charge shall, as soon as is practicable after having been so notified, having regard to the safe operation of the ship or aircraft, decide whether the employee may discontinue the use or operation of the machine or thing or cease working in that place or performing that activity and shall inform the employee accordingly. Marginal note: No refusal permitted in certain cases (4) An employee who, under subsection (3), is informed that the employee may not discontinue the use or operation of a machine or thing or cease to work in a place or perform an activity shall not, while the ship or aircraft on which the employee is employed is in operation, refuse under this section to use or operate the machine or thing, work in that place or perform that activity. Marginal note: When ship or aircraft in operation (5) For the purposes of subsections (3) and (4), (a) a ship is in operation from the time it casts off from a wharf in a Canadian or foreign port until it is next secured alongside a wharf in Canada; and (b) an aircraft is in operation from the time it first moves under its own power for the purpose of taking off from a Canadian or foreign place of departure until it comes to rest at the end of its flight to its first destination in Canada. Marginal note: Report to employer (6) An employee who refuses to use or operate a machine or thing, work in a place or perform an activity under subsection (1), or who is prevented from acting in accordance with that subsection by subsection (4), shall report the circumstances of the matter to the employer without delay. Marginal note: Select a remedy (7) Where an employee makes a report under subsection (6), the employee, if there is a collective agreement in place that provides for a redress mechanism in circumstances described in this section, shall inform the employer, in the prescribed manner and time if any is prescribed, whether the employee intends to exercise recourse under the agreement or this section. The selection of recourse is irrevocable unless the employer and employee agree otherwise. Marginal note: Investigation by employer (7.1) The employer shall, immediately after being informed of a refusal under subsection (6), investigate the matter in the presence of the employee who reported it. Immediately after concluding the investigation, the employer shall prepare a written report setting out the results of the investigation. Marginal note: Employer to take immediate action (8) If, following its investigation, the employer agrees that a danger exists, the employer shall take immediate action to protect employees from the danger. The employer shall inform the work place committee or the health and safety representative of the matter and the action taken to resolve it. Marginal note: Continued refusal (9) If the matter is not resolved under subsection (8), the employee may, if otherwise entitled to under this section, continue the refusal and the employee shall without delay report the circumstances of the matter to the employer and to the work place committee or the health and safety representative. Marginal note: Investigation of continued refusal (10) If the work place committee receives a report under subsection (9), it shall designate, to investigate the matter immediately in the presence of the employee who reported it, two members of the committee, namely, one employee member from those chosen under paragraph 135.1(1)(b) and one employer member who is not from those chosen under that paragraph. If the health and safety representative receives a report under subsection (9), they shall immediately investigate the matter in the presence of the employee who reported it and a person who is designated by the employer. Marginal note: Report (10.1) Immediately after concluding the investigation, the members of the work place committee designated under subsection (10) or the health and safety representative shall provide a written report to the employer that sets out the results of the investigation and their recommendations, if any. Marginal note: Additional information (10.2) After receiving a report under subsection (10.1) or under this subsection, the employer may provide the members of the work place committee or the health and safety representative with additional information and request that they reconsider their report taking into consideration that additional information. If the work place committee members or the health and safety representative considers it appropriate, they may provide a revised report to the employer. Marginal note: If more than one report (11) If more than one employee has made a report of a similar nature, those employees may designate one employee from among themselves to be present at the investigation. Marginal note: Absence of employee (12) The employer, the members of a work place committee or the health and safety representative may proceed with their investigation in the absence of the employee who reported the matter if that employee or a person designated under subsection (11) chooses not to be present. Marginal note: Decision of employer (13) After receiving a report under subsection (10.1) or (10.2) and taking into account any recommendations in it, the employer, if it does not intend to provide additional information under subsection (10.2), shall make one of the following decisions: (a) agree that a danger exists; (b) agree that a danger exists but consider that the circumstances provided for in paragraph (2)(a) or (b) apply; (c) determine that a danger does not exist. Marginal note: Decision  — paragraph (13)(a) (14) If the employer agrees that a danger exists under paragraph (13)(a), the employer shall take immediate action to protect employees from the danger. The employer shall inform the work place committee or the health and safety representative of the matter and the action taken to resolve it. Marginal note: Decision  — paragraph (13)(b) or (c) (15) If the employer makes a decision under paragraph (13)(b) or (c), the employer shall notify the employee in writing. If the employee disagrees with the employer’s decision, the employee is entitled to continue the refusal, subject to subsections 129(1.2), (1.3), (6) and (7). Marginal note: Information to Head (16) If the employee continues the refusal under subsection (15), the employer shall immediately inform the Head and the work place committee or the health and safety representative of its decision and the continued refusal. The employer shall also provide a copy of the report on the matter prepared under subsection (7.1) to the Head along with a copy of any report referred to in subsection (10.1) or (10.2). R.S., 1985, c. L-2, s. 128 R.S., 1985, c. 9 (1st Supp.), s. 4 2000, c. 20, s. 10 2013, c. 40, s. 181 2018, c. 27, s. 541 Previous Version Marginal note: Employees on shift during work stoppage"
CLC-128.1,Internal Complaint Resolution Process: Employees on shift during work stoppage,128.1,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341481,"Section 128.1 (1) Unless otherwise provided in a collective agreement or other agreement, employees who are affected by a stoppage of work arising from the application of section 127.1, 128 or 129 or subsection 145(2) are deemed, for the purpose of calculating wages and benefits, to be at work during the stoppage until work resumes or until the end of the scheduled work period or shift, whichever period is shorter. Marginal note: Employees on next shift (2) Unless otherwise provided in a collective agreement or other agreement, employees who are due to work on a scheduled work period or shift after a shift during which there has been a stoppage of work arising from the application of section 127.1, 128 or 129 or subsection 145(2) are deemed, for the purpose of calculating wages and benefits, to be at work during their work period or shift, unless they have been given at least one hour’s notice not to attend work. Marginal note: Alternative work (3) An employer may assign reasonable alternative work to employees who are deemed under subsection (1) or (2) to be at work. Marginal note: Repayment (4) Unless otherwise provided in a collective agreement or other agreement, employees who are paid wages or benefits under subsection (1) or (2) may be required by the employer to repay those wages and benefits if it is determined, after all avenues of redress have been exhausted by the employee who exercised rights under section 128 or 129, that the employee exercised those rights knowing that no circumstances existed that would warrant it. 2000, c. 20, s. 10 Marginal note: Head’s investigation"
CLC-129,Internal Complaint Resolution Process: Head’s investigation,129,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341492,"Section 129 (1) If the Head is informed of the employer’s decision and the continued refusal under subsection 128(16), the Head shall investigate the matter unless the Head is of the opinion that (a) the matter is one that could more appropriately be dealt with, initially or completely, by means of a procedure provided for under Part I or III or under another Act of Parliament; (b) the matter is trivial, frivolous or vexatious; or (c) the continued refusal by the employee under 128(15) is in bad faith. Marginal note: Notices of decision not to investigate (1.1) If the Head does not proceed with an investigation, the Head shall inform the employer and the employee in writing, as soon as feasible, of that decision. The employer shall then inform in writing, as the case may be, the members of the work place committee who were designated under subsection 128(10) or the health and safety representative and the person who is designated by the employer under that subsection of the Head’s decision. Marginal note: Return to work (1.2) On being informed of the Head’s decision not to proceed with an investigation, the employee is no longer entitled to continue their refusal under subsection 128(15). Marginal note: Refusal of work during investigation (1.3) If the Head proceeds with an investigation, the employee may continue to refuse, for the duration of the investigation, to use or operate the machine or thing, to work in the place or to perform the activity that may constitute a danger. Marginal note: Persons present during the investigation (1.4) If the Head proceeds with an investigation, the Head may do so in the presence of the employer, the employee and one other person who is (a) an employee member of the work place committee; (b) the health and safety representative; or (c) if a person mentioned in paragraph (a) or (b) is not available, another employee from the work place who is designated by the employee. Marginal note: Employees’ representative if more than one employee (2) If the investigation involves more than one employee, those employees may designate one employee from among themselves to be present at the investigation. Marginal note: Absence of any person (3) The Head may proceed with an investigation in the absence of any person mentioned in subsection (1.4) or (2) if that person chooses not to be present. Marginal note: Precedent (3.1) During the Head’s investigation, the Head shall verify if there are previous or ongoing investigations in relation to the same employer that involve substantially the same issues and may (a) if there was a previous investigation, rely on the findings of that investigation to decide whether a danger exists; or (b) if there is an ongoing investigation, combine that investigation with the investigation the Head is conducting and issue a single decision. Marginal note: Decision of Head (4) The Head shall, on completion of an investigation made under subsection (1), make one of the decisions referred to in paragraphs 128(13)(a) to (c) and shall immediately give written notification of the decision to the employer and the employee. Marginal note: Continuation of work (5) If the employee has exercised their right under subsection (1.3), the employer may, during the investigation and until the Head has issued a decision, require that the employee concerned remain at a safe location near the place in respect of which the investigation is being made or assign the employee reasonable alternative work, and shall not assign any other employee to use or operate the machine or thing, work in that place or perform the activity referred to in subsection (1) unless (a) the other employee is qualified for the work; (b) the other employee has been advised of the refusal of the employee concerned and of the reasons for the refusal; and (c) the employer is satisfied on reasonable grounds that the other employee will not be put in danger. Marginal note: Directions by Head (6) If the Head makes a decision referred to in paragraph 128(13)(a), the Head shall issue the directions under subsection 145(2) that the Head considers appropriate, and an employee may continue to refuse to use or operate the machine or thing, work in that place or perform that activity until the directions are complied with or until they are varied or rescinded under this Part. Marginal note: Appeal (7) If the Head makes a decision referred to in paragraph 128(13)(b) or (c), the employee is not entitled under section 128 or this section to continue to refuse to use or operate the machine or thing, work in that place or perform that activity, but the employee, or a person designated by the employee for the purpose, may appeal the decision, in writing, to the Board within 10 days after receiving notice of the decision. R.S., 1985, c. L-2, s. 129 R.S., 1985, c. 9 (1st Supp.), s. 4 1993, c. 42, s. 7(F) 2000, c. 20, s. 10 2013, c. 40, s. 182 2017, c. 20, s. 341 2018, c. 27, s. 542 Previous Version Marginal note: When collective agreement exists"
CLC-130,Internal Complaint Resolution Process: When collective agreement exists,130,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#1281958,"Section 130 The Head may, on the joint application of the parties to a collective agreement, if the Head is satisfied that the agreement contains provisions that are at least as effective as those under sections 128 and 129 in protecting the employees to whom the agreement relates from danger to their health or safety, exclude the employees from the application of those sections for the period during which the agreement remains in force. R.S., 1985, c. L-2, s. 130 R.S., 1985, c. 9 (1st Supp.), s. 4 2000, c. 20, s. 10 2018, c. 27, s. 543 Previous Version Marginal note: Compensation under other laws not precluded"
CLC-131,Internal Complaint Resolution Process: Compensation under other laws not precluded,131,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341534,"Section 131 The fact that an employer or employee has complied with or failed to comply with any of the provisions of this Part may not be construed as affecting any right of an employee to compensation under any statute relating to compensation for employment injury or illness, or as affecting any liability or obligation of any employer or employee under any such statute. R.S., 1985, c. L-2, s. 131 R.S., 1985, c. 9 (1st Supp.), s. 4 2000, c. 20, s. 10"
CLC-132,Pregnant and Nursing Employees: Cease to perform job,132,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341539,"Section 132 (1) In addition to the rights conferred by section 128 and subject to this section, an employee who is pregnant or nursing may cease to perform her job if she believes that, by reason of the pregnancy or nursing, continuing any of her current job functions may pose a risk to her health or to that of the foetus or child. On being informed of the cessation, the employer, with the consent of the employee, shall notify the work place committee or the health and safety representative. Marginal note: Consult health care practitioner (2) The employee must consult with a , as defined in section 166, of her choice as soon as possible to establish whether continuing any of her current job functions poses a risk to her health or to that of the foetus or child. Marginal note: Provision no longer applicable (3) Without prejudice to any other right conferred by this Act, by a collective agreement or other agreement or by any terms and conditions of employment, once the health care practitioner has established whether there is a risk as described in subsection (1), the employee may no longer cease to perform her job under subsection (1). Marginal note: Employer may reassign (4) For the period during which the employee does not perform her job under subsection (1), the employer may, in consultation with the employee, reassign her to another job that would not pose a risk to her health or to that of the foetus or child. Marginal note: Status of employee (5) The employee, whether or not she has been reassigned to another job, is deemed to continue to hold the job that she held at the time she ceased to perform her job functions and shall continue to receive the wages and benefits that are attached to that job for the period during which she does not perform the job. R.S., 1985, c. L-2, s. 132 R.S., 1985, c. 9 (1st Supp.), s. 4 2000, c. 20, s. 10 2018, c. 27, s. 441"
CLC-133,Complaints when Action against Employees: Complaint to Board,133,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341553,"Section 133 (1) An employee, or a person designated by the employee for the purpose, who alleges that an employer has taken action against the employee in contravention of section 147 may, subject to subsection (3), make a complaint in writing to the Board of the alleged contravention. Marginal note: Time for making complaint (2) The complaint shall be made to the Board not later than ninety days after the date on which the complainant knew, or in the Board’s opinion ought to have known, of the action or circumstances giving rise to the complaint. Marginal note: Restriction (3) A complaint in respect of the exercise of a right under section 128 or 129 may not be made unless the employee has complied with subsection 128(6) or the Head has received the reports referred to in subsection 128(16), as the case may be, in relation to the matter that is the subject-matter of the complaint. Marginal note: Exclusion of arbitration (4) Notwithstanding any law or agreement to the contrary, a complaint made under this section may not be referred by an employee to arbitration or adjudication. Marginal note: Duty and power of Board (5) On receipt of a complaint made under this section, the Board may assist the parties to the complaint to settle the complaint and shall, if it decides not to so assist the parties or the complaint is not settled within a period considered by the Board to be reasonable in the circumstances, hear and determine the complaint. Marginal note: Burden of proof (6) A complaint made under this section in respect of the exercise of a right under section 128 or 129 is itself evidence that the contravention actually occurred and, if a party to the complaint proceedings alleges that the contravention did not occur, the burden of proof is on that party. R.S., 1985, c. L-2, s. 133 R.S., 1985, c. 9 (1st Supp.), s. 4 2000, c. 20, s. 10 2013, c. 40, s. 183 2018, c. 27, s. 544 Previous Version Marginal note: Board orders"
CLC-134,Complaints when Action against Employees: Board orders,134,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341568,"Section 134 (1) If, under subsection 133(5), the Board determines that an employer has contravened section 147, the Board may, by order, require the employer to cease contravening that section and may, if applicable, by order, require the employer to (a) permit any employee who has been affected by the contravention to return to the duties of their employment; (b) reinstate any former employee affected by the contravention; (c) pay to any employee or former employee affected by the contravention compensation not exceeding the sum that, in the Board’s opinion, is equivalent to the remuneration that would, but for the contravention, have been paid by the employer to the employee or former employee; and (d) rescind any disciplinary action taken in respect of, and pay compensation to any employee affected by, the contravention, not exceeding the sum that, in the Board’s opinion, is equivalent to any financial or other penalty imposed on the employee by the employer. Marginal note: Enforcement of orders (2) Any person affected by an order of the Board under subsection (1), or the Head on the request of such a person, may, after 14 days from the day on which the order is made, or from the day provided in the order for compliance, whichever is later, file in the Federal Court a copy of the order, exclusive of reasons. Marginal note: Registration (3) On filing in the Federal Court under subsection (2), an order of the Board shall be registered in the Court and, when registered, has the same force and effect, and all proceedings may be taken in respect of it, as if the order were a judgment obtained in that Court. R.S., 1985, c. L-2, s. 134 R.S., 1985, c. 9 (1st Supp.), s. 4 2000, c. 20, s. 10 2017, c. 20, s. 342 2018, c. 27, s. 545"
CLC-134.1,Policy Health and Safety Committees: Establishment mandatory,134.1,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341577,"Section 134.1 (1) For the purposes of addressing health and safety matters that apply to the work, undertaking or business of an employer, every employer who normally employs directly three hundred or more employees shall establish a policy health and safety committee and, subject to section 135.1, select and appoint its members. Marginal note: Exception (2) An employer who normally employs directly more than twenty but fewer than three hundred employees may also establish a policy committee. Marginal note: More than one committee (3) An employer may establish more than one policy committee with the agreement of (a) the trade union, if any, representing the employees; and (b) the employees, in the case of employees not represented by a trade union. Marginal note: Duties of policy committee (4) A policy committee (a) shall participate in the development of health and safety policies and programs; (b) shall consider and expeditiously dispose of matters concerning health and safety raised by members of the committee or referred to it by a work place committee or a health and safety representative; (c) shall participate in the development and monitoring of a program for the prevention of hazards in the work place that also provides for the education of employees in health and safety matters; (d) shall participate to the extent that it considers necessary in inquiries, investigations, studies and inspections pertaining to occupational health and safety; (e) shall participate in the development and monitoring of a program for the provision of personal protective equipment, clothing, devices or materials; (f) shall cooperate with the Head; (g) shall monitor data on work accidents, injuries and health hazards; and (h) shall participate in the planning of the implementation and in the implementation of changes that might affect occupational health and safety, including work processes and procedures. Marginal note: Investigation — harassment and violence (4.1) Despite paragraph (4)(d), a policy committee shall not participate in an investigation, other than an investigation under section 128 or 129, relating to an occurrence of harassment and violence in the work place. Marginal note: Information (5) A policy committee may request from an employer any information that the committee considers necessary to identify existing or potential hazards with respect to materials, processes, equipment or activities in any of the employer’s work places. Marginal note: Access (6) A policy committee shall have full access to all of the government and employer reports, studies and tests relating to the health and safety of employees in the work place, or to the parts of those reports, studies and tests that relate to the health and safety of employees, but shall not have access to the medical records of any person except with the person’s consent. Marginal note: Meetings of committee (7) A policy committee shall meet during regular working hours at least quarterly and, if other meetings are required as a result of an emergency or other special circumstances, the committee shall meet as required during regular working hours or outside those hours. 2000, c. 20, s. 10 2013, c. 40, s. 184 2018, c. 22, s. 6 2018, c. 27, s. 546"
CLC-135,Work Place Health and Safety Committees: Establishment mandatory,135,Canada Labour Code / PART II-Occupational Health and Safety,https://laws-lois.justice.gc.ca/eng/acts/l-2/FullText.html#341605,"Section 135 (1) For the purposes of addressing health and safety matters that apply to individual work places, and subject to this section, every employer shall, for each work place controlled by the employer at which twenty or more employees are normally employed, establish a work place health and safety committee and, subject to section 135.1, select and appoint its members. Marginal note: Exception (2) An employer is not required to establish a committee under subsection (1) for a work place that is on board a ship in respect of employees whose base is the ship. (3) [Repealed, 2018, c. 22, s. 7] (4) [Repealed, 2018, c. 22, s. 7] (5) [Repealed, 2018, c. 22, s. 7] Marginal note: Exemption if agreement (6) If, under a collective agreement or any other agreement between an employer and the employer’s employees, a committee of persons has been appointed and the committee has, in the opinion of the Head, a responsibility for matters relating to health and safety in the work place to such an extent that a work place committee established under subsection (1) for that work place would not be necessary, (a) at an employer’s request, the Head may, in writing, exempt the employer from the requirements of subsection (1) in respect of that work place; (b) the committee of persons that has been appointed for the work place has, in addition to any rights, functions, powers, privileges and obligations under the agreement, the same rights, functions, powers, privileges and obligations as a work place committee under this Part; and (c) the committee of persons so appointed is, for the purposes of this Part, deemed to be a work place committee established under subsection (1) and all rights and obligations of employers and employees under this Part and the provisions of this Part respecting a work place committee apply, with any modifications that the circumstances require, to the committee of persons so appointed. Marginal note: Posting of request (6.1) A request for an exemption must be posted in a conspicuous place or places where it is likely to come to the attention of employees, and be kept posted until the employees are informed of the Head’s decision in respect of the request. Marginal note: Duties of committee (7) A work place committee, in respect of the work place for which it is established, (a) shall consider and expeditiously dispose of complaints relating to the health and safety of employees; (b) shall participate in the implementation and monitoring of the program referred to in paragraph 134.1(4)(c); (c) where the program referred to in paragraph 134.1(4)(c) does not cover certain hazards unique to the work place, shall participate in the development, implementation and monitoring of a program for the prevention of those hazards that also provides for the education of employees in health and safety matters related to those hazards; (d) where there is no policy committee, shall participate in the development, implementation and monitoring of a program for the prevention of hazards in the work place that also provides for the education of employees in health and safety matters related to those hazards; (e) shall participate in all of the inquiries, investigations, studies and inspections pertaining to the health and safety of employees, including any consultations that may be necessary with persons who are professionally or technically qualified to advise the committee on those matters; (f) shall participate in the implementation and monitoring of a program for the provision of personal protective equipment, clothing, devices or materials and, where there is no policy committee, shall participate in the development of the program; (g) shall ensure that adequate records are maintained on work accidents, injuries and health hazards relating to the health and safety of employees and regularly monitor data relating to those accidents, injuries and hazards; (h) shall cooperate with the Head; (i) shall participate in the implementation of changes that might affect occupational health and safety, including work processes and procedures and, where there is no policy committee, shall participate in the planning of the implementation of those changes; (j) shall assist the employer in investigating and assessing the exposure of employees to hazardous substances; (k) shall inspect each month all or part of the work place, so that every part of the work place is inspected at least once each year; and (l) where there is no policy committee, shall participate in the development of health and safety policies and programs. Marginal note: Investigation — harassment and violence (7.1) Despite paragraph (7)(e), a work place committee shall not participate in an investigation, other than an investigation under section 128 or 129, relating to an occurrence of harassment and violence in the work place. Marginal note: Information (8) A work place committee, in respect of the work place for which it is established, may request from an employer any information that the committee considers necessary to identify existing or potential hazards with respect to materials, processes, equipment or activities. Marginal note: Access (9) A work place committee, in respect of the work place for which it is established, shall have full access to all of the government and employer reports, studies and tests relating to the health and safety of the employees, or to the parts of those reports, studies and tests that relate to the health and safety of employees, but shall not have access to the medical records of any person except with the person’s consent. Marginal note: Meetings of committee (10) A work place committee shall meet during regular working hours at least nine times a year at regular intervals and, if other meetings are required as a result of an emergency or other special circumstances, the committee shall meet as required during regular working hours or outside those hours. R.S., 1985, c. L-2, s. 135 R.S., 1985, c. 9 (1st Supp.), s. 4, c. 26 (4th Supp.), s. 2 1993, c. 42, s. 8(F) 2000, c. 20, s. 10 2013, c. 40, s. 185 2018, c. 22, s. 7 2018, c. 27, s. 547 2018, c. 27, s. 623"
